locality,apartment_type,bhk,floor,rent
Panniyankara,Apartment,2,14.0,15500
Medical College,Apartment,2,12.0,23000
Puthiyara,Apartment,1,0.0,10000
Beach Road,Flat,3,0.0,31500
Chevayur,Apartment,3,12.0,33500
Koyilandy Road,Apartment,1,6.0,9000
Malaparamba,Apartment,2,14.0,17500
Vellimadukunnu,Villa,2,,21000
Puthiyara,Apartment,3,9.0,29000
Bilathikulam,Villa,2,,29000
Mankave,Apartment,3,5.0,26000
Medical College,Apartment,3,4.0,39500
Eranhipalam,Apartment,3,13.0,29000
Panniyankara,Apartment,2,3.0,15500
Panniyankara,Flat,2,1.0,13500
Calicut University,Apartment,3,12.0,37000
Thondayad,Villa,1,,14000
Ulliyeri,Apartment,2,6.0,12000
Malaparamba,Apartment,3,13.0,27000
Thiruvannur,Flat,3,0.0,18500
Puthiyara,House,3,,37000
Kuthiravattom,Villa,2,,23000
Beach Road,Flat,3,8.0,37000
Mavoor Road,Apartment,1,2.0,12500
Nadakkavu,Apartment,3,13.0,31000
Feroke,Flat,1,8.0,6500
Kottuli,Apartment,1,7.0,8000
Bilathikulam,House,2,,23000
Calicut University,House,2,,25000
Malaparamba,Flat,2,7.0,15000
Mankave,Flat,1,1.0,8000
Palayam,Apartment,2,4.0,20000
Nadakkavu,Flat,3,3.0,30500
Mathara,Flat,1,0.0,7000
Mankave,Flat,2,1.0,15000
Malaparamba,Villa,3,,43000
Koyilandy Road,Apartment,2,3.0,17500
Eranhipalam,Apartment,3,6.0,29000
Mankave,Flat,3,8.0,24000
Kuthiravattom,Flat,3,6.0,22500
Koyilandy Road,Apartment,2,2.0,16000
Medical College,Flat,4,1.0,47000
Mukkam,Apartment,1,4.0,8000
Kottuli,Flat,4,8.0,29000
Mankave,Apartment,2,11.0,15500
Mankave,Apartment,4,2.0,38500
Malaparamba,Apartment,1,0.0,8500
Eranhipalam,House,4,,47500
Vellimadukunnu,Apartment,1,10.0,7500
Mankave,Flat,1,7.0,8000
Mankave,Apartment,1,10.0,8500
Mathara,Apartment,3,7.0,27000
Nadakkavu,Flat,3,1.0,32000
Panniyankara,Flat,2,1.0,13500
Mavoor Road,Villa,2,,33500
Balussery,Villa,3,,29500
Kunnamangalam,Flat,2,3.0,10500
Calicut University,Flat,2,7.0,20000
Malaparamba,House,3,,33500
Calicut University,Flat,3,4.0,34500
Balussery,Flat,2,8.0,11000
Palayam,Flat,2,0.0,16500
Mankave,Apartment,1,10.0,9000
Koduvally,Flat,2,1.0,11500
Chevayur,Flat,1,0.0,9000
Mankave,Flat,3,7.0,24500
Panniyankara,House,4,,43000
Eranhipalam,Villa,2,,27500
Ulliyeri,House,3,,23500
Koduvally,Flat,1,5.0,6000
Calicut University,Flat,1,0.0,10000
Kunnamangalam,Flat,1,0.0,5500
Mathara,Apartment,3,14.0,27000
Koduvally,Apartment,1,4.0,7000
Palayam,Apartment,2,11.0,18500
Bilathikulam,Apartment,1,4.0,11000
Mathara,Flat,1,1.0,7500
Chevayur,Apartment,2,15.0,20000
Vellimadukunnu,Flat,2,0.0,13000
Feroke,Apartment,2,11.0,13500
Calicut University,Apartment,2,12.0,20000
Medical College,Apartment,1,11.0,13000
Kottuli,House,3,,25500
Nadakkavu,House,1,,11500
Kunnamangalam,Apartment,2,11.0,11500
Beach Road,Apartment,3,7.0,40000
Nadakkavu,Flat,2,0.0,17000
Mukkam,Apartment,3,8.0,20000
Malaparamba,Apartment,1,1.0,9500
Kuthiravattom,Flat,1,5.0,8000
Vellimadukunnu,Flat,3,5.0,23000
Chevayur,Apartment,3,6.0,34000
Chevayur,Flat,2,3.0,19500
Mathara,Flat,1,2.0,8000
Kottuli,Apartment,2,11.0,14000
Mavoor Road,Apartment,2,2.0,23000
Koyilandy Road,Flat,1,2.0,9000
Feroke,Apartment,4,5.0,32000
Balussery,Flat,3,1.0,19000
Kuthiravattom,Flat,2,6.0,14500
Chevayur,Flat,2,4.0,18500
Bilathikulam,Apartment,2,4.0,19000
Mathara,Apartment,1,9.0,9000
Calicut University,Apartment,2,0.0,19500
Puthiyara,Villa,2,,27500
Koduvally,House,3,,24000
Mukkam,Flat,1,3.0,6500
Thondayad,Apartment,4,2.0,39500
Koyilandy Road,Flat,2,1.0,15500
Nadakkavu,Apartment,1,10.0,10000
Beach Road,Villa,1,,19000
Mukkam,Apartment,3,2.0,22500
Beach Road,Flat,3,5.0,36000
Panniyankara,Villa,1,,11500
Nadakkavu,Apartment,1,1.0,11000
Chevayur,Villa,1,,16000
Eranhipalam,Flat,3,5.0,27000
Medical College,House,1,,14500
Koyilandy Road,Flat,2,0.0,13500
Eranhipalam,Flat,2,4.0,16000
Panniyankara,Flat,2,6.0,15000
Eranhipalam,Flat,3,3.0,27500
Mathara,Flat,2,7.0,14000
Bilathikulam,Apartment,3,6.0,33500
Kunnamangalam,Apartment,2,14.0,10500
Koyilandy Road,Flat,4,1.0,33500
Kottuli,Apartment,2,5.0,14000
Koyilandy Road,Flat,2,0.0,14000
Feroke,House,2,,15000
Bilathikulam,Flat,1,5.0,10000
Mankave,Apartment,1,13.0,9000
Beach Road,Apartment,1,14.0,13000
Medical College,Flat,2,6.0,20500
Beach Road,Apartment,2,13.0,24500
Palayam,Apartment,4,9.0,47000
Thondayad,Apartment,1,1.0,9500
Kottuli,Flat,3,5.0,22000
Vellimadukunnu,House,2,,17500
Chevayur,Apartment,1,6.0,10500
Kuthiravattom,Apartment,2,2.0,16500
Bilathikulam,Flat,4,2.0,44500
Malaparamba,House,2,,18500
Eranhipalam,Flat,2,1.0,18000
Puthiyara,Apartment,2,5.0,20500
Eranhipalam,Flat,2,4.0,17000
Bilathikulam,Villa,3,,48000
Ulliyeri,Apartment,2,3.0,11500
Panniyankara,Apartment,3,6.0,24000
Mavoor Road,Apartment,4,11.0,55500
Nadakkavu,Apartment,3,8.0,31000
Thondayad,Flat,2,7.0,16000
Beach Road,Apartment,1,6.0,14000
Palayam,Flat,2,3.0,18500
Kottuli,Flat,2,8.0,12500
Palayam,Apartment,2,7.0,21000
Chevayur,Apartment,1,4.0,11000
Palayam,Apartment,3,2.0,34500
Panniyankara,Apartment,3,14.0,24000
Thondayad,Villa,1,,14500
Thondayad,House,2,,20500
Kunnamangalam,Flat,2,7.0,9500
Malaparamba,Flat,2,6.0,15500
Puthiyara,Apartment,1,9.0,10000
Thiruvannur,Flat,1,3.0,6000
Palayam,Apartment,1,15.0,11500
Kottuli,House,3,,28000
Eranhipalam,Flat,3,0.0,26500
Kunnamangalam,Villa,1,,9000
Puthiyara,Apartment,2,5.0,19000
Calicut University,Apartment,3,15.0,33000
Mathara,Apartment,2,1.0,16500
Malaparamba,Apartment,2,13.0,15500
Koyilandy Road,House,4,,47500
Koyilandy Road,Apartment,2,5.0,16500
Puthiyara,Flat,2,1.0,18000
Thondayad,Apartment,1,15.0,9000
Panniyankara,Apartment,3,3.0,24500
Mavoor Road,Apartment,2,8.0,22500
Puthiyara,Apartment,2,7.0,17500
Koduvally,Villa,2,,18000
Panniyankara,Flat,2,1.0,13500
Kunnamangalam,Apartment,2,13.0,11500
Eranhipalam,Apartment,2,14.0,19000
Bilathikulam,Villa,1,,15500
Thiruvannur,Flat,3,4.0,18000
Koduvally,Apartment,1,14.0,6500
Bilathikulam,Apartment,2,15.0,18000
Bilathikulam,Flat,2,3.0,16000
Beach Road,Flat,2,5.0,21000
Beach Road,Flat,2,3.0,22000
Bilathikulam,Flat,2,5.0,18000
Koyilandy Road,Apartment,3,4.0,29000
Mankave,Apartment,3,0.0,25500
Beach Road,Flat,2,7.0,19500
Kottuli,Apartment,2,7.0,13500
Beach Road,Apartment,1,15.0,13000
Bilathikulam,Flat,1,7.0,9500
Chevayur,Apartment,2,9.0,19500
Panniyankara,Apartment,2,6.0,16000
Koyilandy Road,Flat,2,3.0,14500
Chevayur,Villa,2,,30000
Balussery,Apartment,1,5.0,7000
Thiruvannur,Villa,2,,17500
Koduvally,Villa,3,,31500
Nadakkavu,Apartment,1,5.0,12000
Kuthiravattom,Apartment,2,15.0,14000
Mathara,Flat,1,7.0,7500
Malaparamba,Apartment,2,13.0,16000
Nadakkavu,Flat,1,7.0,10000
Medical College,Flat,2,1.0,19500
Mankave,Flat,2,6.0,16000
Kuthiravattom,Villa,2,,23500
Palayam,Flat,1,5.0,10500
Mukkam,Apartment,3,13.0,22500
Eranhipalam,Flat,3,6.0,30500
Palayam,Flat,3,5.0,33000
Puthiyara,Flat,2,5.0,18500
Mankave,Apartment,2,3.0,16000
Chevayur,Apartment,2,7.0,17500
Chevayur,Apartment,3,7.0,29500
Kuthiravattom,Flat,2,5.0,13500
Beach Road,Apartment,2,11.0,23000
Calicut University,Apartment,1,14.0,12500
Malaparamba,Apartment,1,7.0,8500
Nadakkavu,House,4,,55500
Mathara,Flat,3,7.0,21500
Thondayad,Villa,1,,13000
Mavoor Road,Apartment,2,14.0,20500
Calicut University,Flat,3,3.0,35000
Nadakkavu,Flat,2,0.0,16500
Mathara,Flat,2,7.0,15500
Palayam,Villa,1,,16500
Kuthiravattom,Flat,2,1.0,13500
Panniyankara,Apartment,1,5.0,9000
Calicut University,Apartment,1,0.0,10500
Balussery,Flat,2,0.0,10500
Panniyankara,House,2,,18000
Panniyankara,Apartment,2,0.0,13000
Mathara,Apartment,3,10.0,24500
Eranhipalam,Flat,2,1.0,16000
Bilathikulam,Apartment,1,4.0,11500
Eranhipalam,Apartment,2,6.0,18000
Puthiyara,Apartment,3,9.0,29500
Mankave,Apartment,1,12.0,8000
Mankave,Villa,2,,23000
Puthiyara,Apartment,2,2.0,19000
Calicut University,House,2,,23500
Thondayad,Flat,3,0.0,25000
Eranhipalam,Flat,3,0.0,25000
Bilathikulam,Apartment,2,7.0,19500
Bilathikulam,Flat,1,6.0,9500
Beach Road,Apartment,2,11.0,23000
Mankave,Flat,2,1.0,14500
Kottuli,House,3,,25000
Palayam,House,2,,24500
Malaparamba,House,1,,10500
Mavoor Road,Apartment,3,3.0,34000
Kunnamangalam,Apartment,3,8.0,19500
Vellimadukunnu,Flat,3,7.0,23000
Kottuli,Apartment,4,13.0,32000
Koyilandy Road,House,2,,19500
Mathara,House,2,,18000
Chevayur,Apartment,1,3.0,11000
Panniyankara,Apartment,2,15.0,14000
Bilathikulam,Apartment,1,12.0,11000
Kottuli,Apartment,2,11.0,13500
Vellimadukunnu,Apartment,1,5.0,8000
Palayam,Flat,2,7.0,19000
Kuthiravattom,Apartment,4,7.0,33500
Puthiyara,Apartment,1,13.0,10500
Kunnamangalam,Flat,1,5.0,6000
Beach Road,Flat,4,0.0,50000
Beach Road,Apartment,3,3.0,35500
Eranhipalam,Villa,2,,28500
Medical College,Flat,2,5.0,19500
Calicut University,Apartment,3,9.0,37000
Palayam,Apartment,4,3.0,51000
Eranhipalam,House,2,,22500
Palayam,Flat,2,3.0,18500
Beach Road,Villa,2,,34000
Bilathikulam,Villa,2,,29000
Malaparamba,Apartment,1,1.0,9000
Palayam,Apartment,2,15.0,19500
Medical College,Flat,2,4.0,21000
Thondayad,Flat,2,8.0,16500
Mathara,Apartment,3,8.0,25500
Ulliyeri,House,1,,7500
Eranhipalam,Flat,1,6.0,9000
Kuthiravattom,Apartment,3,3.0,26500
Thiruvannur,Flat,2,7.0,11000
Palayam,House,3,,36000
Nadakkavu,Flat,2,7.0,19000
Chevayur,Villa,3,,45000
Koyilandy Road,Flat,1,5.0,8500
Eranhipalam,Villa,4,,67000
Mavoor Road,Apartment,1,7.0,11500
Nadakkavu,Apartment,2,14.0,19000
Thondayad,Villa,2,,27000
Palayam,Apartment,1,13.0,11000
Mankave,Flat,2,7.0,15000
Kunnamangalam,Apartment,1,8.0,6000
Puthiyara,Flat,1,6.0,10500
Vellimadukunnu,Apartment,2,14.0,15000
Panniyankara,Villa,1,,11000
Feroke,House,2,,16500
Malaparamba,Flat,3,6.0,27000
Balussery,Apartment,1,14.0,6500
Medical College,Apartment,1,3.0,12500
Kuthiravattom,Flat,2,0.0,13000
Mavoor Road,Apartment,3,9.0,37500
Koyilandy Road,Flat,3,7.0,24000
Panniyankara,Flat,2,5.0,14000
Vellimadukunnu,Flat,1,5.0,7500
Ulliyeri,Apartment,4,10.0,27000
Calicut University,Apartment,3,15.0,38000
Koyilandy Road,Apartment,3,12.0,26500
Thondayad,Apartment,2,2.0,17500
Panniyankara,Apartment,3,10.0,23000
Puthiyara,Flat,1,3.0,9000
Kunnamangalam,Apartment,2,7.0,10500
Feroke,Apartment,2,3.0,14000
Nadakkavu,Apartment,2,1.0,18500
Malaparamba,Apartment,3,12.0,26500
Thondayad,Apartment,1,13.0,9000
Bilathikulam,Apartment,2,15.0,17500
Puthiyara,House,2,,22000
Ulliyeri,Apartment,2,5.0,13000
Beach Road,Apartment,3,7.0,35500
Eranhipalam,Apartment,4,12.0,43500
Ulliyeri,Apartment,1,8.0,6000
Chevayur,Flat,2,3.0,17000
Ulliyeri,Apartment,3,9.0,19000
Vellimadukunnu,Apartment,3,2.0,25000
Chevayur,Flat,1,8.0,9000
Kunnamangalam,Apartment,3,9.0,18000
Eranhipalam,Apartment,3,5.0,32000
Malaparamba,Apartment,2,4.0,17000
Mathara,Flat,2,7.0,14000
Beach Road,Flat,3,8.0,33500
Mankave,Flat,2,8.0,15000
Vellimadukunnu,Apartment,1,7.0,7500
Bilathikulam,Villa,3,,43500
Bilathikulam,Apartment,1,7.0,10000
Vellimadukunnu,Flat,2,0.0,12500
Malaparamba,Villa,2,,25000
Beach Road,Apartment,2,1.0,24500
Chevayur,Apartment,2,1.0,19000
Bilathikulam,Flat,2,7.0,17500
Mankave,Flat,3,0.0,23000
Thondayad,Villa,1,,14500
Nadakkavu,Flat,1,5.0,10500
Bilathikulam,Apartment,2,10.0,19000
Panniyankara,Flat,2,2.0,14000
Vellimadukunnu,Apartment,1,14.0,7500
Mankave,Apartment,2,8.0,16500
Kuthiravattom,Villa,1,,11500
Bilathikulam,Apartment,2,4.0,19000
Medical College,Flat,3,4.0,37000
Nadakkavu,Flat,2,1.0,19000
Nadakkavu,Flat,1,5.0,10000
Thiruvannur,Apartment,2,12.0,11500
Kottuli,Flat,2,4.0,14500
Vellimadukunnu,Apartment,3,13.0,23500
Panniyankara,Villa,2,,20500
Eranhipalam,Apartment,1,3.0,9500
Koyilandy Road,Apartment,1,13.0,8500
Nadakkavu,Villa,2,,27500
Eranhipalam,House,2,,20500
Palayam,Apartment,1,3.0,11500
Eranhipalam,Apartment,2,1.0,19500
Thondayad,Flat,4,2.0,36500
Eranhipalam,Apartment,1,4.0,11000
Beach Road,Apartment,3,4.0,42000
Vellimadukunnu,Apartment,2,3.0,15000
Malaparamba,Flat,2,5.0,15500
Puthiyara,Flat,3,4.0,28500
Malaparamba,House,3,,34500
Calicut University,Apartment,1,9.0,12000
Koyilandy Road,Apartment,3,11.0,26000
Feroke,Apartment,2,9.0,14500
Palayam,Flat,2,5.0,18500
Mavoor Road,Apartment,3,0.0,36000
Koduvally,Flat,2,2.0,12000
Bilathikulam,Villa,2,,26000
Panniyankara,Flat,1,2.0,7000
Mankave,Flat,2,4.0,15500
Palayam,Flat,1,3.0,11000
Chevayur,Apartment,2,15.0,19000
Vellimadukunnu,House,2,,17500
Eranhipalam,Flat,1,1.0,9000
Palayam,Apartment,1,6.0,12000
Panniyankara,Apartment,1,5.0,8500
Chevayur,Flat,1,0.0,9000
Thondayad,Flat,1,4.0,9500
Palayam,Apartment,3,2.0,32500
Calicut University,Villa,2,,34000
Puthiyara,Flat,1,3.0,10000
Vellimadukunnu,Flat,2,7.0,14000
Ulliyeri,Apartment,2,14.0,12000
Mankave,Flat,2,4.0,16000
Mavoor Road,Flat,2,1.0,19500
Puthiyara,Flat,2,7.0,17000
Nadakkavu,Flat,2,7.0,19000
Bilathikulam,Apartment,2,14.0,19000
Bilathikulam,Apartment,1,9.0,10500
Palayam,Villa,3,,46000
Medical College,Flat,3,5.0,35000
Bilathikulam,Villa,1,,15000
Malaparamba,Flat,3,4.0,25500
Bilathikulam,Flat,2,8.0,17000
Eranhipalam,Flat,2,5.0,18000
Bilathikulam,House,1,,12500
Kuthiravattom,Apartment,2,14.0,16000
Kunnamangalam,Apartment,3,13.0,19500
Palayam,Apartment,1,7.0,10500
Balussery,Flat,1,4.0,6500
Puthiyara,Apartment,2,4.0,20500
Eranhipalam,House,1,,11500
Palayam,Apartment,3,3.0,31500
Nadakkavu,Flat,2,4.0,19500
Kunnamangalam,House,2,,13500
Malaparamba,Flat,2,5.0,15000
Nadakkavu,Villa,2,,27500
Thondayad,Apartment,2,0.0,16000
Bilathikulam,Apartment,2,11.0,17500
Mankave,Apartment,3,0.0,27000
Feroke,Flat,1,0.0,7000
Mukkam,Apartment,2,13.0,12500
Palayam,Flat,1,0.0,9500
Puthiyara,Apartment,4,14.0,47500
Koduvally,House,3,,23500
Ulliyeri,Flat,1,8.0,5500
Bilathikulam,Flat,2,7.0,18000
Koyilandy Road,Flat,1,5.0,9000
Medical College,Apartment,2,13.0,21500
Mathara,Apartment,2,11.0,14500
Puthiyara,Apartment,2,0.0,18500
Thondayad,Apartment,2,10.0,18000
Kottuli,House,1,,9500
Chevayur,Villa,3,,44000
Medical College,Apartment,1,6.0,12000
Chevayur,Apartment,1,7.0,11000
Koyilandy Road,Apartment,2,7.0,17000
Bilathikulam,Apartment,2,10.0,18500
Kuthiravattom,Flat,2,5.0,15500
Bilathikulam,Villa,1,,14500
Chevayur,Flat,2,6.0,19500
Thondayad,Apartment,1,13.0,9000
Eranhipalam,House,2,,21000
Panniyankara,Apartment,2,1.0,14000
Chevayur,Flat,2,7.0,17500
Koyilandy Road,Apartment,3,13.0,27000
Puthiyara,Flat,1,5.0,10500
Mathara,Apartment,3,5.0,25000
Nadakkavu,Apartment,2,4.0,19000
Calicut University,Apartment,3,6.0,39500
Mavoor Road,Villa,2,,32000
Mankave,Villa,2,,22000
Chevayur,Flat,2,1.0,19000
Calicut University,Apartment,2,15.0,23000
Thondayad,House,3,,34000
Beach Road,Apartment,2,7.0,22000
Kottuli,Flat,4,0.0,28500
Kuthiravattom,Flat,3,2.0,23500
Mankave,Flat,3,5.0,26000
Mavoor Road,Apartment,1,7.0,11500
Malaparamba,Flat,2,6.0,15500
Beach Road,Apartment,2,5.0,23000
Chevayur,Villa,2,,28500
Puthiyara,Flat,3,2.0,30000
Thondayad,Apartment,3,14.0,29000
Malaparamba,Villa,3,,38500
Kottuli,Flat,2,7.0,12500
Kuthiravattom,Apartment,2,2.0,15500
Panniyankara,Flat,1,0.0,7000
Koyilandy Road,Apartment,3,15.0,26500
Mathara,Flat,2,4.0,15000
Nadakkavu,Apartment,2,13.0,18000
Ulliyeri,Villa,1,,8500
Mathara,Flat,2,6.0,14500
Mathara,Apartment,3,1.0,27500
Calicut University,Flat,2,7.0,21000
Chevayur,Flat,2,5.0,18500
Nadakkavu,Apartment,2,0.0,19000
Koyilandy Road,Flat,2,7.0,15000
Medical College,Apartment,1,11.0,12500
Thondayad,Apartment,1,15.0,9000
Puthiyara,Flat,2,7.0,18000
Ulliyeri,Villa,2,,16000
Puthiyara,Flat,2,2.0,18000
Bilathikulam,Flat,3,3.0,26500
Ulliyeri,Apartment,2,12.0,11500
Palayam,Apartment,2,4.0,21000
Calicut University,Flat,3,0.0,30000
Kuthiravattom,Apartment,1,13.0,8000
Kuthiravattom,Apartment,2,5.0,15000
Koduvally,Flat,3,8.0,18500
Koyilandy Road,House,1,,10500
Balussery,Apartment,3,8.0,21500
Palayam,Flat,3,2.0,31500
Mathara,Apartment,3,0.0,24000
Feroke,Apartment,3,4.0,22000
Panniyankara,House,3,,27000
Beach Road,Apartment,2,8.0,24500
Vellimadukunnu,Apartment,3,13.0,24500
Vellimadukunnu,Apartment,4,0.0,31000
Mavoor Road,Villa,2,,30500
Beach Road,Apartment,2,12.0,23000
Thondayad,House,2,,19000
Nadakkavu,Villa,2,,30500
Medical College,Apartment,4,8.0,55500
Chevayur,Flat,1,3.0,9500
Thondayad,Villa,2,,27000
Panniyankara,Flat,2,0.0,12000
Medical College,Flat,2,4.0,22500
Balussery,Apartment,2,10.0,12500
Puthiyara,Villa,3,,45500
Panniyankara,Flat,2,6.0,14000
Chevayur,Flat,3,7.0,31000
Puthiyara,House,2,,21000
Medical College,Villa,1,,18000
Koyilandy Road,House,1,,9500
Mukkam,Apartment,2,12.0,13500
Mankave,Apartment,1,15.0,9000
Palayam,Flat,3,0.0,27500
Malaparamba,Apartment,2,0.0,17000
Koyilandy Road,Apartment,1,6.0,8500
Koyilandy Road,Flat,1,2.0,8500
Koyilandy Road,Apartment,2,15.0,16000
Vellimadukunnu,Flat,3,6.0,22000
Bilathikulam,Flat,2,7.0,15500
Koyilandy Road,Villa,1,,12500
Mavoor Road,Apartment,4,6.0,60000
Thiruvannur,Apartment,2,14.0,12000
Panniyankara,Villa,2,,23000
Kuthiravattom,Apartment,4,9.0,38500
Chevayur,House,3,,34500
Nadakkavu,Villa,2,,29500
Kuthiravattom,Apartment,1,7.0,8000
Koduvally,Apartment,2,2.0,13000
Mankave,Apartment,3,2.0,29000
Mathara,Villa,3,,39000
Panniyankara,Apartment,3,12.0,25500
Mankave,Apartment,2,2.0,16500
Nadakkavu,Villa,3,,50000
Kottuli,Flat,3,3.0,23000
Medical College,Apartment,3,11.0,38500
Calicut University,Flat,1,0.0,10500
Mavoor Road,Apartment,1,10.0,11000
Kottuli,Apartment,2,15.0,13000
Mathara,Apartment,4,8.0,35000
Nadakkavu,Apartment,1,12.0,10000
Eranhipalam,Apartment,2,15.0,17500
Panniyankara,Villa,3,,35000
Malaparamba,Villa,2,,26000
Eranhipalam,Apartment,2,2.0,19500
Panniyankara,Apartment,1,0.0,7500
Panniyankara,Flat,3,3.0,21500
Mavoor Road,House,1,,14000
Mavoor Road,House,1,,14000
Bilathikulam,Apartment,2,8.0,19000
Calicut University,Apartment,3,1.0,33500
Mathara,Apartment,2,15.0,15500
Puthiyara,House,2,,23500
Kottuli,Apartment,1,13.0,7500
Nadakkavu,Flat,1,4.0,10500
Koduvally,Flat,2,6.0,11500
Beach Road,Apartment,2,7.0,24500
Balussery,Apartment,4,0.0,30500
Mavoor Road,Villa,2,,31000
Bilathikulam,Apartment,3,5.0,34000
Ulliyeri,Apartment,2,3.0,11500
Eranhipalam,Flat,3,4.0,31000
Medical College,Flat,3,0.0,32500
Bilathikulam,Villa,2,,28000
Eranhipalam,Apartment,2,15.0,18000
Kuthiravattom,Flat,1,0.0,8000
Malaparamba,Flat,2,6.0,16500
Beach Road,Flat,3,8.0,33500
Nadakkavu,Villa,4,,72000
Eranhipalam,Villa,3,,45000
Eranhipalam,Apartment,1,0.0,9000
Bilathikulam,Apartment,1,6.0,10500
Thondayad,Apartment,1,8.0,9500
Calicut University,House,2,,26500
Vellimadukunnu,Apartment,1,0.0,7500
Balussery,Villa,2,,17000
Eranhipalam,Flat,4,7.0,36500
Mankave,Apartment,2,9.0,15500
Koyilandy Road,Apartment,2,11.0,16000
Eranhipalam,Apartment,3,4.0,29000
Koduvally,Flat,2,4.0,12000
Nadakkavu,Apartment,2,0.0,19000
Malaparamba,Villa,2,,26000
Panniyankara,Villa,2,,22000
Palayam,Flat,2,7.0,19000
Medical College,Apartment,2,7.0,21500
Chevayur,Flat,2,5.0,18000
Palayam,Flat,2,1.0,18500
Koduvally,Apartment,2,1.0,11500
Nadakkavu,Apartment,3,6.0,34000
Beach Road,Flat,2,6.0,21500
Calicut University,Apartment,4,2.0,49500
Puthiyara,Apartment,2,7.0,18000
Nadakkavu,Apartment,3,11.0,29500
Kuthiravattom,Flat,2,8.0,14000
Koyilandy Road,Flat,4,7.0,34500
Thondayad,Apartment,3,6.0,29000
Mukkam,Flat,2,7.0,12500
Panniyankara,House,3,,30500
Beach Road,Apartment,2,6.0,22000
Medical College,Apartment,1,1.0,13000
Mathara,Apartment,3,10.0,25000
Panniyankara,Villa,4,,53000
Palayam,Apartment,3,3.0,35000
Kottuli,Apartment,2,0.0,14500
Calicut University,House,2,,25000
Malaparamba,Villa,1,,14000
Panniyankara,House,2,,18000
Thondayad,Villa,2,,26500
Feroke,Apartment,2,1.0,14500
Thondayad,House,1,,11000
Puthiyara,Apartment,2,3.0,18500
Kunnamangalam,Apartment,3,4.0,20000
Koduvally,Flat,1,6.0,6500
Vellimadukunnu,Flat,2,2.0,12500
Thiruvannur,Apartment,2,15.0,12000
Puthiyara,Apartment,2,15.0,19500
Mankave,Flat,2,5.0,15500
Thondayad,Flat,2,6.0,16000
Koyilandy Road,Apartment,1,7.0,9000
Panniyankara,Flat,2,5.0,15000
Chevayur,Apartment,2,10.0,20000
Mathara,Flat,1,5.0,8500
Palayam,Apartment,3,7.0,33000
Beach Road,Apartment,2,15.0,23500
Chevayur,Apartment,3,0.0,30000
Chevayur,Apartment,3,12.0,29000
Ulliyeri,Flat,3,8.0,16500
Kottuli,Flat,3,6.0,21000
Kunnamangalam,Flat,2,7.0,9500
Koyilandy Road,Apartment,1,1.0,8500
Mavoor Road,Apartment,2,5.0,21500
Nadakkavu,Flat,2,5.0,17500
Calicut University,Apartment,3,1.0,36500
Palayam,Apartment,3,12.0,33000
Kuthiravattom,House,3,,29500
Mathara,Apartment,1,13.0,8000
Eranhipalam,Villa,2,,26000
Balussery,Flat,3,4.0,20500
Puthiyara,Apartment,2,0.0,19500
Mankave,Apartment,4,13.0,39000
Puthiyara,Apartment,2,6.0,20500
Eranhipalam,Villa,3,,46000
Malaparamba,Flat,2,2.0,14500
Bilathikulam,Villa,2,,28000
Mankave,Flat,4,7.0,33000
Mavoor Road,Villa,2,,32000
Mavoor Road,Apartment,2,14.0,22000
Kottuli,Flat,3,6.0,22500
Koyilandy Road,Apartment,2,13.0,16500
Ulliyeri,Apartment,1,5.0,6500
Eranhipalam,Flat,3,3.0,27500
Koyilandy Road,Flat,2,0.0,13500
Medical College,Apartment,4,14.0,55500
Thondayad,Apartment,3,8.0,29000
Palayam,Apartment,3,3.0,35500
Eranhipalam,Apartment,2,4.0,19500
Balussery,Flat,3,0.0,19500
Palayam,House,3,,37000
Koyilandy Road,Flat,3,6.0,25500
Panniyankara,Flat,2,4.0,13000
Vellimadukunnu,Apartment,3,2.0,25500
Nadakkavu,Apartment,1,7.0,11000
Nadakkavu,Flat,3,8.0,28000
Koduvally,Apartment,2,11.0,11000
Ulliyeri,Apartment,2,1.0,11000
Palayam,Apartment,2,15.0,21000
Puthiyara,Apartment,3,1.0,32000
Panniyankara,Flat,2,4.0,14500
Mathara,Apartment,2,10.0,16500
Chevayur,Villa,2,,30000
Calicut University,Flat,2,5.0,19000
Malaparamba,Villa,1,,14000
Thiruvannur,Apartment,2,9.0,11000
Thondayad,House,2,,19000
Panniyankara,Villa,2,,23500
Bilathikulam,Apartment,2,10.0,17500
Malaparamba,Apartment,1,13.0,9000
Vellimadukunnu,Apartment,1,14.0,8500
Mavoor Road,Flat,2,2.0,20500
Thondayad,Apartment,2,4.0,17500
Eranhipalam,Flat,2,1.0,17000
Koyilandy Road,Flat,1,5.0,8500
Koduvally,Apartment,3,6.0,22500
Medical College,Flat,2,3.0,20500
Puthiyara,Flat,3,8.0,27000
Medical College,Apartment,2,14.0,20000
Puthiyara,Apartment,2,12.0,19500
Thiruvannur,Flat,1,5.0,6500
Bilathikulam,Apartment,2,8.0,20000
Palayam,Villa,1,,16000
Thiruvannur,Villa,2,,16500
Puthiyara,Villa,2,,28500
Palayam,Apartment,4,11.0,45500
Thiruvannur,Apartment,2,10.0,12000
Balussery,House,4,,38000
Ulliyeri,Apartment,2,12.0,11500
Thondayad,Apartment,4,14.0,38000
Thondayad,Apartment,2,2.0,17500
Palayam,House,2,,24000
Nadakkavu,Flat,3,4.0,32500
Kottuli,Apartment,2,5.0,15000
